gene,spearman_r,p_value,n_samples
LCK,-0.05516721043811198,0.3710580789286587,265
TSSK3,0.028035335603306902,0.6496027816883345,265
CTTNBP2,-0.07047058481164303,0.2529651930402226,265
GALNT1,0.024921588051050585,0.6863311323811387,265
MYF5,-0.10439066791171189,0.08989339941909065,265
MKRN2,-0.008066337632266371,0.8960190785387069,265
PPARG,-0.009811351793269913,0.8736956310424584,265
RAF1,-0.019173230242038916,0.7560509894537438,265
SEPTIN1,-0.01673562731203397,0.7862622900851515,265
PDGFB,0.012894468091776173,0.8345082417514312,265
ACVRL1,-0.06780534330113762,0.27140211834609024,265
TAMALIN,-0.0847898898541721,0.16874919487528195,265
ACVR1B,-0.005889906444761954,0.9239746341533357,265
TOM1L2,0.007249611677014715,0.9064965035227186,265
GPA33,0.00844971195551715,0.8911070335199327,265
ZNF385A,-0.04942723591960031,0.4229560311344486,265
ITGA5,-0.01247981764627533,0.839757078339586,265
GABRA2,0.04621127671009379,0.4537913680360077,265
WDR77,-0.00707001579976435,0.908802697845212,265
ADORA3,0.016839128706284175,0.7849726249326369,265
ATP5PB,0.017185423090784878,0.7806619547324851,265
SOX9,-0.040303958815831806,0.5135855422985665,265
HNRNPD,-0.033995210280318995,0.581671282819586,265
C1D,0.06736070647038672,0.27456479420012536,265
GM2A,-0.0029464041765059805,0.9619255665569029,265
KRIT1,0.001205581660752447,0.9844161670209512,265
CLCN4,-0.08997140825168261,0.14410639240536524,265
GRM6,-0.06452328507038095,0.2953355432727897,265
SEMA4F,-0.06167619064287519,0.3172031029926497,265
HK2,-0.01420484088377883,0.8179701241551764,265
MYO18A,0.03883430350432882,0.5290704048083616,265
SEZ6,-0.00775035206726573,0.90007068437247,265
HAAO,-0.015052520527030553,0.8073138861131135,265
CD52,-0.0534054296961084,0.38655281480416315,265
ABHD15,-0.06931336828839067,0.260860879651935,265
HOXB6,-0.08378325012567005,0.17388148521567692,265
LOXL3,-0.019468580015039514,0.7524145141767089,265
BTN1A1,0.03622967963282353,0.557081985263593,265
KAT2B,0.0002531108862505137,0.9967279892379698,265
RAB5B,-0.04509468690234152,0.46478522696344327,265
CRYBA1,-0.04113648404933349,0.5049189762147459,265
DNMT3L,0.034162231221819335,0.5798159699294005,265
AIRE,-0.018119192678786776,0.7690720996271064,265
SPG7,0.03909450794407935,0.5263116812528614,265
CHMP1A,-0.02221571982504509,0.7188616697309301,265
RPA1,0.01758395182378569,0.7757093621622934,265
SERPINF1,-0.0019130024052538826,0.9752741350061811,265
TUBGCP3,0.011768205256523886,0.84878140654435,265
OPRM1,-0.10061979935795423,0.10217931527390477,265
POLR3D,0.007112899555014436,0.9082519564759872,265
TCF7,0.07786722650665805,0.20640463405967738,265
DDX3X,0.01880081868328816,0.7606439433774191,265
IL12RB1,-0.0036435070250073953,0.9529267714269749,265
SLC5A5,0.016956817207534416,0.7835068962612625,265
KCNN3,-0.03452722679282008,0.5757711358241135,265
